antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,antecedent_len,consequent_len
"balance_bin=low, pdays_bin=never_contacted",poutcome=unknown,0.17337871053129136,0.6401966345244848,0.17337871053129136,1.0,1.5620200826934434,1.0,0.06238224355096378,inf,0.4352698993595608,0.27082102776137035,1.0,0.6354105138806851,2,1
"balance_bin=mid_low, previous_bin=0",poutcome=unknown,0.1591983361694082,0.6401966345244848,0.1591983361694082,1.0,1.5620200826934434,1.0,0.0572800971318555,inf,0.42792894085900596,0.24867099822799765,1.0,0.6243354991139988,2,1
"balance_bin=mid_low, pdays_bin=never_contacted",poutcome=unknown,0.1591983361694082,0.6401966345244848,0.1591983361694082,1.0,1.5620200826934434,1.0,0.0572800971318555,inf,0.42792894085900596,0.24867099822799765,1.0,0.6243354991139988,2,1
"balance_bin=mid_high, previous_bin=0",poutcome=unknown,0.15447154471544716,0.6401966345244848,0.15447154471544716,1.0,1.5620200826934434,1.0,0.05557938165881941,inf,0.4255366726296958,0.24128765505020677,1.0,0.6206438275251034,2,1
"balance_bin=mid_high, pdays_bin=never_contacted",poutcome=unknown,0.15447154471544716,0.6401966345244848,0.15447154471544716,1.0,1.5620200826934434,1.0,0.05557938165881941,inf,0.4255366726296958,0.24128765505020677,1.0,0.6206438275251034,2,1
"balance_bin=high, previous_bin=0",poutcome=unknown,0.15276989979202119,0.6401966345244848,0.15276989979202119,1.0,1.5620200826934434,1.0,0.05496712408852643,inf,0.4246819906270921,0.238629651506202,1.0,0.619314825753101,2,1
"balance_bin=high, pdays_bin=never_contacted",poutcome=unknown,0.15276989979202119,0.6401966345244848,0.15276989979202119,1.0,1.5620200826934434,1.0,0.05496712408852643,inf,0.4246819906270921,0.238629651506202,1.0,0.619314825753101,2,1
"duration_bin=low, previous_bin=0",poutcome=unknown,0.13235016071090944,0.6401966345244848,0.13235016071090944,1.0,1.5620200826934434,1.0,0.04762003324501052,inf,0.4146872957071257,0.2067336089781453,1.0,0.6033668044890727,2,1
"duration_bin=low, pdays_bin=never_contacted",poutcome=unknown,0.13235016071090944,0.6401966345244848,0.13235016071090944,1.0,1.5620200826934434,1.0,0.04762003324501052,inf,0.4146872957071257,0.2067336089781453,1.0,0.6033668044890727,2,1
"duration_bin=mid_low, previous_bin=0",poutcome=unknown,0.12800151257326528,0.6401966345244848,0.12800151257326528,1.0,1.5620200826934434,1.0,0.04605537500981732,inf,0.4126192541196878,0.19994093325457768,1.0,0.5999704666272888,2,1
"duration_bin=mid_low, pdays_bin=never_contacted",poutcome=unknown,0.12800151257326528,0.6401966345244848,0.12800151257326528,1.0,1.5620200826934434,1.0,0.04605537500981732,inf,0.4126192541196878,0.19994093325457768,1.0,0.5999704666272888,2,1
"duration_bin=mid_high, previous_bin=0",poutcome=unknown,0.17394592550576668,0.6401966345244848,0.17394592550576668,1.0,1.5620200826934434,1.0,0.06258632940772811,inf,0.4355687800411993,0.2717070289427052,1.0,0.6358535144713526,2,1
"duration_bin=mid_high, pdays_bin=never_contacted",poutcome=unknown,0.17394592550576668,0.6401966345244848,0.17394592550576668,1.0,1.5620200826934434,1.0,0.06258632940772811,inf,0.4355687800411993,0.2717070289427052,1.0,0.6358535144713526,2,1
"duration_bin=high, previous_bin=0",poutcome=unknown,0.20552089241822652,0.6401966345244848,0.20552089241822652,1.0,1.5620200826934434,1.0,0.07394710876760918,inf,0.45287958115183236,0.32102776137034855,1.0,0.6605138806851742,2,1
"duration_bin=high, pdays_bin=never_contacted",poutcome=unknown,0.20552089241822652,0.6401966345244848,0.20552089241822652,1.0,1.5620200826934434,1.0,0.07394710876760918,inf,0.45287958115183236,0.32102776137034855,1.0,0.6605138806851742,2,1
"campaign_bin=1, previous_bin=0",poutcome=unknown,0.28795613537530723,0.6401966345244848,0.28795613537530723,1.0,1.5620200826934434,1.0,0.10360758661735858,inf,0.5053106744556558,0.4497932663910219,1.0,0.7248966331955109,2,1
"campaign_bin=1, pdays_bin=never_contacted",poutcome=unknown,0.28795613537530723,0.6401966345244848,0.28795613537530723,1.0,1.5620200826934434,1.0,0.10360758661735858,inf,0.5053106744556558,0.4497932663910219,1.0,0.7248966331955109,2,1
"campaign_bin=2-3, previous_bin=0",poutcome=unknown,0.24484779731518244,0.6401966345244848,0.24484779731518244,1.0,1.5620200826934434,1.0,0.08809706150326946,inf,0.4764646970455684,0.38245717660956874,1.0,0.6912285883047844,2,1
"campaign_bin=2-3, pdays_bin=never_contacted",poutcome=unknown,0.24484779731518244,0.6401966345244848,0.24484779731518244,1.0,1.5620200826934434,1.0,0.08809706150326946,inf,0.4764646970455684,0.38245717660956874,1.0,0.6912285883047844,2,1
"campaign_bin=4-10, previous_bin=0",poutcome=unknown,0.09831726224238986,0.6401966345244848,0.09831726224238986,1.0,1.5620200826934434,1.0,0.03537488183915066,inf,0.39903543719857404,0.15357353809805077,1.0,0.5767867690490254,2,1
"campaign_bin=4-10, pdays_bin=never_contacted",poutcome=unknown,0.09831726224238986,0.6401966345244848,0.09831726224238986,1.0,1.5620200826934434,1.0,0.03537488183915066,inf,0.39903543719857404,0.15357353809805077,1.0,0.5767867690490254,2,1
"pdays_bin=never_contacted, previous_bin=0",poutcome=unknown,0.6398184912081679,0.6401966345244848,0.6398184912081679,1.0,1.5620200826934434,1.0,0.23020884643016515,inf,0.9989501312335959,0.9994093325457765,1.0,0.9997046662728883,2,1
poutcome=unknown,previous_bin=0,0.6401966345244848,0.6398184912081679,0.6398184912081679,0.9994093325457767,1.5620200826934434,1.0,0.23020884643016515,609.7872943845279,1.0000000000000002,0.9994093325457765,0.9983600839026839,0.9997046662728883,1,1
poutcome=unknown,pdays_bin=never_contacted,0.6401966345244848,0.6398184912081679,0.6398184912081679,0.9994093325457767,1.5620200826934434,1.0,0.23020884643016515,609.7872943845279,1.0000000000000002,0.9994093325457765,0.9983600839026839,0.9997046662728883,1,1
poutcome=unknown,"pdays_bin=never_contacted, previous_bin=0",0.6401966345244848,0.6398184912081679,0.6398184912081679,0.9994093325457767,1.5620200826934434,1.0,0.23020884643016515,609.7872943845279,1.0000000000000002,0.9994093325457765,0.9983600839026839,0.9997046662728883,1,2
poutcome=unknown,"default=no, previous_bin=0",0.6401966345244848,0.6309321232747211,0.6309321232747211,0.9855286473715298,1.5620200826934434,1.0,0.2270115013408573,25.503343481465112,1.0,0.9855286473715297,0.9607894548914042,0.9927643236857648,1,2
poutcome=unknown,"default=no, pdays_bin=never_contacted",0.6401966345244848,0.6309321232747211,0.6309321232747211,0.9855286473715298,1.5620200826934434,1.0,0.2270115013408573,25.503343481465112,1.0,0.9855286473715297,0.9607894548914042,0.9927643236857648,1,2
poutcome=unknown,"loan=no, previous_bin=0",0.6401966345244848,0.5711854792966534,0.5711854792966534,0.8922031896042527,1.5620200826934434,1.0,0.2055144577616811,3.9779889509630966,1.0,0.8922031896042527,0.748616697450129,0.9461015948021263,1,2
poutcome=unknown,"loan=no, pdays_bin=never_contacted",0.6401966345244848,0.5711854792966534,0.5711854792966534,0.8922031896042527,1.5620200826934434,1.0,0.2055144577616811,3.9779889509630966,1.0,0.8922031896042527,0.748616697450129,0.9461015948021263,1,2
poutcome=unknown,"contact=cellular, previous_bin=0",0.6401966345244848,0.4942333144261675,0.4942333144261675,0.7720023626698168,1.5620200826934434,1.0,0.17782680986065358,2.218297924032379,1.0000000000000002,0.7720023626698167,0.5492039237983779,0.8860011813349085,1,2
poutcome=unknown,"contact=cellular, pdays_bin=never_contacted",0.6401966345244848,0.4942333144261675,0.4942333144261675,0.7720023626698168,1.5620200826934434,1.0,0.17782680986065358,2.218297924032379,1.0000000000000002,0.7720023626698167,0.5492039237983779,0.8860011813349085,1,2
"default=no, poutcome=unknown",previous_bin=0,0.631310266591038,0.6398184912081679,0.6309321232747211,0.9994010182689429,1.5620070879504844,1.0,0.227008141020217,601.3230289280647,0.9758829902491875,0.98552864737153,0.9983370003277895,0.9927560646900271,2,1
"default=no, poutcome=unknown",pdays_bin=never_contacted,0.631310266591038,0.6398184912081679,0.6309321232747211,0.9994010182689429,1.5620070879504844,1.0,0.227008141020217,601.3230289280647,0.9758829902491875,0.98552864737153,0.9983370003277895,0.9927560646900271,2,1
previous_bin=0,"default=no, poutcome=unknown",0.6398184912081679,0.631310266591038,0.6309321232747211,0.9861111111111112,1.5620070879504844,1.0,0.227008141020217,26.54566080544536,0.9989353443495622,0.98552864737153,0.9623290598290599,0.9927560646900271,1,2
pdays_bin=never_contacted,"default=no, poutcome=unknown",0.6398184912081679,0.631310266591038,0.6309321232747211,0.9861111111111112,1.5620070879504844,1.0,0.227008141020217,26.54566080544536,0.9989353443495622,0.98552864737153,0.9623290598290599,0.9927560646900271,1,2
"education=secondary, poutcome=unknown",previous_bin=0,0.3017583664208735,0.6398184912081679,0.30156929476271505,0.9993734335839598,1.5619639746529441,1.0,0.10849871204987027,574.8496880316749,0.515266279422138,0.4711964549483012,0.9982604148165687,0.7353545654917435,2,1
"education=secondary, poutcome=unknown",pdays_bin=never_contacted,0.3017583664208735,0.6398184912081679,0.30156929476271505,0.9993734335839598,1.5619639746529441,1.0,0.10849871204987027,574.8496880316749,0.515266279422138,0.4711964549483012,0.9982604148165687,0.7353545654917435,2,1
"campaign_bin=1, poutcome=unknown",previous_bin=0,0.2881452070334657,0.6398184912081679,0.28795613537530723,0.9993438320209973,1.561917709089555,1.0,0.10359550376229004,548.9166193986912,0.5053859414606838,0.4499261447562776,0.9981782296897925,0.7247014668379218,2,1
"campaign_bin=1, poutcome=unknown",pdays_bin=never_contacted,0.2881452070334657,0.6398184912081679,0.28795613537530723,0.9993438320209973,1.561917709089555,1.0,0.10359550376229004,548.9166193986912,0.5053859414606838,0.4499261447562776,0.9981782296897925,0.7247014668379218,2,1
"contact=cellular, poutcome=unknown",previous_bin=0,0.4946114577424844,0.6398184912081679,0.4942333144261675,0.9992354740061162,1.5617483516602686,1.0,0.17777175779909865,471.1174134997306,0.7117137540498928,0.7720023626698169,0.9978773868862723,0.8858470514238619,2,1
"contact=cellular, poutcome=unknown",pdays_bin=never_contacted,0.4946114577424844,0.6398184912081679,0.4942333144261675,0.9992354740061162,1.5617483516602686,1.0,0.17777175779909865,471.1174134997306,0.7117137540498928,0.7720023626698169,0.9978773868862723,0.8858470514238619,2,1
previous_bin=0,"contact=cellular, poutcome=unknown",0.6398184912081679,0.4946114577424844,0.4942333144261675,0.7724586288416075,1.5617483516602686,1.0,0.17777175779909865,2.2210841909083543,0.9986408737928417,0.7720023626698169,0.5497694305810933,0.8858470514238619,1,2
pdays_bin=never_contacted,"contact=cellular, poutcome=unknown",0.6398184912081679,0.4946114577424844,0.4942333144261675,0.7724586288416075,1.5617483516602686,1.0,0.17777175779909865,2.2210841909083543,0.9986408737928417,0.7720023626698169,0.5497694305810933,0.8858470514238619,1,2
"housing=yes, poutcome=unknown",previous_bin=0,0.24295708073359804,0.6398184912081679,0.24276800907543958,0.9992217898832684,1.5617269641526614,1.0,0.08731957625212783,462.83323879743983,0.47511600548983707,0.37932053175775476,0.9978393945892947,0.6893272069983718,2,1
"housing=yes, poutcome=unknown",pdays_bin=never_contacted,0.24295708073359804,0.6398184912081679,0.24276800907543958,0.9992217898832684,1.5617269641526614,1.0,0.08731957625212783,462.83323879743983,0.47511600548983707,0.37932053175775476,0.9978393945892947,0.6893272069983718,2,1
"marital=single, poutcome=unknown",previous_bin=0,0.23482699943278504,0.6398184912081679,0.23463792777462658,0.9991948470209339,1.5616848539875057,1.0,0.08439127130260077,447.3454339193918,0.47004525989645835,0.3666174298375184,0.997764591020325,0.6829603076712234,2,1
"marital=single, poutcome=unknown",pdays_bin=never_contacted,0.23482699943278504,0.6398184912081679,0.23463792777462658,0.9991948470209339,1.5616848539875057,1.0,0.08439127130260077,447.3454339193918,0.47004525989645835,0.3666174298375184,0.997764591020325,0.6829603076712234,2,1
"education=tertiary, poutcome=unknown",previous_bin=0,0.22991113632066554,0.6398184912081679,0.22972206466250708,0.9991776315789473,1.5616579472284433,1.0,0.08262066830986345,437.9807146908554,0.4670303989233524,0.35893648449039883,0.9977167944467468,0.6791100923852184,2,1
"education=tertiary, poutcome=unknown",pdays_bin=never_contacted,0.22991113632066554,0.6398184912081679,0.22972206466250708,0.9991776315789473,1.5616579472284433,1.0,0.08262066830986345,437.9807146908554,0.4670303989233524,0.35893648449039883,0.9977167944467468,0.6791100923852184,2,1
"duration_bin=high, poutcome=unknown",previous_bin=0,0.20570996407638495,0.6398184912081679,0.20552089241822652,0.9990808823529412,1.5615067336775137,1.0,0.07390385357638748,391.87748156553835,0.4527224100276647,0.321122599704579,0.9974481820287172,0.6601491882213879,2,1
"duration_bin=high, poutcome=unknown",pdays_bin=never_contacted,0.20570996407638495,0.6398184912081679,0.20552089241822652,0.9990808823529412,1.5615067336775137,1.0,0.07390385357638748,391.87748156553835,0.4527224100276647,0.321122599704579,0.9974481820287172,0.6601491882213879,2,1
"balance_bin=mid_low, poutcome=unknown",previous_bin=0,0.15938740782756664,0.6398184912081679,0.1591983361694082,0.9988137603795968,1.5610892371890328,1.0,0.057219325375593585,303.63301191154386,0.42757107458945187,0.24874446085672078,0.996706550471227,0.623815863641335,2,1
"balance_bin=mid_low, poutcome=unknown",pdays_bin=never_contacted,0.15938740782756664,0.6398184912081679,0.1591983361694082,0.9988137603795968,1.5610892371890328,1.0,0.057219325375593585,303.63301191154386,0.42757107458945187,0.24874446085672078,0.996706550471227,0.623815863641335,2,1
"balance_bin=high, poutcome=unknown",previous_bin=0,0.15295897145017961,0.6398184912081679,0.15276989979202119,0.9987639060568604,1.56101131771121,1.0,0.05490392146201403,291.386840612607,0.42428836633663364,0.23870014771048748,0.9965681360287321,0.6187672958180284,2,1
"balance_bin=high, poutcome=unknown",pdays_bin=never_contacted,0.15295897145017961,0.6398184912081679,0.15276989979202119,0.9987639060568604,1.56101131771121,1.0,0.05490392146201403,291.386840612607,0.42428836633663364,0.23870014771048748,0.9965681360287321,0.6187672958180284,2,1
"age_bin=<=30, poutcome=unknown",previous_bin=0,0.14634146341463414,0.6398184912081679,0.1461523917564757,0.9987080103359174,1.5609239558707644,1.0,0.05252041743332919,278.7804878048935,0.42095730918499363,0.22836041358936482,0.9964129483814526,0.6135679531585024,2,1
"age_bin=<=30, poutcome=unknown",pdays_bin=never_contacted,0.14634146341463414,0.6398184912081679,0.1461523917564757,0.9987080103359174,1.5609239558707644,1.0,0.05252041743332919,278.7804878048935,0.42095730918499363,0.22836041358936482,0.9964129483814526,0.6135679531585024,2,1
"duration_bin=low, poutcome=unknown",previous_bin=0,0.13253923236906787,0.6398184912081679,0.13235016071090944,0.9985734664764623,1.5607136714521304,1.0,0.04754910903064366,252.48723766308888,0.41415992028895254,0.206794682422452,0.9960394037763827,0.6027146292193186,2,1
"duration_bin=low, poutcome=unknown",pdays_bin=never_contacted,0.13253923236906787,0.6398184912081679,0.13235016071090944,0.9985734664764623,1.5607136714521304,1.0,0.04754910903064366,252.48723766308888,0.41415992028895254,0.206794682422452,0.9960394037763827,0.6027146292193186,2,1
"campaign_bin=4-10, poutcome=unknown",previous_bin=0,0.0985063339005483,0.6398184912081679,0.09831726224238986,0.9980806142034548,1.5599433713126691,1.0,0.035291088311693045,187.6545660805393,0.3981737222509035,0.1536189069423929,0.9946710595916392,0.5758724584019639,2,1
"campaign_bin=4-10, poutcome=unknown",pdays_bin=never_contacted,0.0985063339005483,0.6398184912081679,0.09831726224238986,0.9980806142034548,1.5599433713126691,1.0,0.035291088311693045,187.6545660805393,0.3981737222509035,0.1536189069423929,0.9946710595916392,0.5758724584019639,2,1
"month=aug, poutcome=unknown",previous_bin=0,0.08602760446209114,0.6398184912081679,0.0858385328039327,0.9978021978021978,1.5595082222741796,1.0,0.030796480714744487,163.8825865002842,0.3925416333278046,0.1341211225997046,0.9938980704335035,0.5659814771516899,2,1
"month=aug, poutcome=unknown",pdays_bin=never_contacted,0.08602760446209114,0.6398184912081679,0.0858385328039327,0.9978021978021978,1.5595082222741796,1.0,0.030796480714744487,163.8825865002842,0.3925416333278046,0.1341211225997046,0.9938980704335035,0.5659814771516899,2,1
"job=admin., poutcome=unknown",previous_bin=0,0.07241444507468331,0.6398184912081679,0.07222537341652487,0.9973890339425587,1.5588624706034848,1.0,0.025893272427164243,137.949517867271,0.3864943663384721,0.11285081240768095,0.9927509714027261,0.5551365973495299,2,1
"job=admin., poutcome=unknown",pdays_bin=never_contacted,0.07241444507468331,0.6398184912081679,0.07222537341652487,0.9973890339425587,1.5588624706034848,1.0,0.025893272427164243,137.949517867271,0.3864943663384721,0.11285081240768095,0.9927509714027261,0.5551365973495299,2,1
"loan=yes, poutcome=unknown",previous_bin=0,0.06882208356967291,0.6398184912081679,0.06863301191151447,0.9972527472527473,1.5586494622398877,1.0,0.024599370240163905,131.10606920022735,0.38490917481226666,0.10723781388478583,0.9923725880418794,0.5522611253994233,2,1
"loan=yes, poutcome=unknown",pdays_bin=never_contacted,0.06882208356967291,0.6398184912081679,0.06863301191151447,0.9972527472527473,1.5586494622398877,1.0,0.024599370240163905,131.10606920022735,0.38490917481226666,0.10723781388478583,0.9923725880418794,0.5522611253994233,2,1
"job=retired, poutcome=unknown",previous_bin=0,0.058801285687275474,0.6398184912081679,0.05861221402911704,0.9967845659163989,1.5579177213746553,1.0,0.020990064139584007,112.01644923426477,0.3804909343044882,0.0915805022156573,0.9910727397017499,0.5441960654641096,2,1
"job=retired, poutcome=unknown",pdays_bin=never_contacted,0.058801285687275474,0.6398184912081679,0.05861221402911704,0.9967845659163989,1.5579177213746553,1.0,0.020990064139584007,112.01644923426477,0.3804909343044882,0.0915805022156573,0.9910727397017499,0.5441960654641096,2,1
"age_bin=61+, poutcome=unknown",previous_bin=0,0.05388542257515598,0.6398184912081679,0.053696350916997544,0.9964912280701755,1.5574592509642902,1.0,0.019219461146846695,102.65173000567508,0.378314250008444,0.08389955686853767,0.9902583229727866,0.5402077889759861,2,1
"age_bin=61+, poutcome=unknown",pdays_bin=never_contacted,0.05388542257515598,0.6398184912081679,0.053696350916997544,0.9964912280701755,1.5574592509642902,1.0,0.019219461146846695,102.65173000567508,0.378314250008444,0.08389955686853767,0.9902583229727866,0.5402077889759861,2,1
age_bin=61+,"housing=no, loan=no",0.09491397239553791,0.5927396483267158,0.0867838910947249,0.9143426294820717,1.5425703883032464,1.0,0.03052461647570215,4.754527826511363,0.38861650084447125,0.144430459408433,0.7896741723912151,0.5303770563678301,1,2
"age_bin=31-45, contact=unknown",previous_bin=0,0.0535072792588391,0.6398184912081679,0.05237284930988845,0.9787985865724381,1.529806656141142,1.0,0.018137902625843916,16.988561164681382,0.3659009910129505,0.08171091445427729,0.9411368631924542,0.5303271892673065,2,1
"age_bin=31-45, contact=unknown",pdays_bin=never_contacted,0.0535072792588391,0.6398184912081679,0.05237284930988845,0.9787985865724381,1.529806656141142,1.0,0.018137902625843916,16.988561164681382,0.3659009910129505,0.08171091445427729,0.9411368631924542,0.5303271892673065,2,1
"contact=unknown, housing=yes",previous_bin=0,0.07033465683494045,0.6398184912081679,0.06882208356967291,0.978494623655914,1.5293315793487379,1.0,0.023820669553897063,16.748440158820205,0.37230554680219113,0.10731132075471699,0.9402929472525612,0.5430298177381225,2,1
"contact=unknown, housing=yes",pdays_bin=never_contacted,0.07033465683494045,0.6398184912081679,0.06882208356967291,0.978494623655914,1.5293315793487379,1.0,0.023820669553897063,16.748440158820205,0.37230554680219113,0.10731132075471699,0.9402929472525612,0.5430298177381225,2,1
"contact=unknown, loan=no",previous_bin=0,0.08697296275288334,0.6398184912081679,0.08508224617129892,0.9782608695652174,1.5289662349676225,1.0,0.029435336366844915,16.568349404424286,0.3789190308552495,0.13258691809074835,0.9396439575487847,0.5556197964847364,2,1
"contact=unknown, loan=no",pdays_bin=never_contacted,0.08697296275288334,0.6398184912081679,0.08508224617129892,0.9782608695652174,1.5289662349676225,1.0,0.029435336366844915,16.568349404424286,0.3789190308552495,0.13258691809074835,0.9396439575487847,0.5556197964847364,2,1
"age_bin=31-45, contact=unknown",poutcome=unknown,0.0535072792588391,0.6401966345244848,0.05237284930988845,0.9787985865724381,1.5289030491381055,1.0,0.018117669205817886,16.970725404928434,0.36549281656236343,0.08166273584905659,0.9410749996750527,0.5303030144911807,2,1
"contact=unknown, housing=yes",poutcome=unknown,0.07033465683494045,0.6401966345244848,0.06882208356967291,0.978494623655914,1.5284282529581006,1.0,0.023794072973509488,16.73085649461147,0.37188985511133166,0.10724808485562758,0.9402301968030106,0.5429980501622748,2,1
"contact=unknown, loan=no",poutcome=unknown,0.08697296275288334,0.6401966345244848,0.08508224617129892,0.9782608695652174,1.5280631243740208,1.0,0.029402448122279636,16.55095481187371,0.37849566277812285,0.13250883392226145,0.9395805250291303,0.5555805233827268,2,1
contact=unknown,previous_bin=0,0.10020797882397428,0.6398184912081679,0.09793911892607299,0.9773584905660379,1.5275558677907133,1.0,0.03382420110789772,15.908016638305998,0.3838214283686021,0.1525323910482921,0.9371386123904326,0.5652158883090237,1,1
contact=unknown,pdays_bin=never_contacted,0.10020797882397428,0.6398184912081679,0.09793911892607299,0.9773584905660379,1.5275558677907133,1.0,0.03382420110789772,15.908016638305998,0.3838214283686021,0.1525323910482921,0.9371386123904326,0.5652158883090237,1,1
contact=unknown,"poutcome=unknown, previous_bin=0",0.10020797882397428,0.6398184912081679,0.09793911892607299,0.9773584905660379,1.5275558677907133,1.0,0.03382420110789772,15.908016638305998,0.3838214283686021,0.1525323910482921,0.9371386123904326,0.5652158883090237,1,2
contact=unknown,"pdays_bin=never_contacted, poutcome=unknown",0.10020797882397428,0.6398184912081679,0.09793911892607299,0.9773584905660379,1.5275558677907133,1.0,0.03382420110789772,15.908016638305998,0.3838214283686021,0.1525323910482921,0.9371386123904326,0.5652158883090237,1,2
contact=unknown,"pdays_bin=never_contacted, previous_bin=0",0.10020797882397428,0.6398184912081679,0.09793911892607299,0.9773584905660379,1.5275558677907133,1.0,0.03382420110789772,15.908016638305998,0.3838214283686021,0.1525323910482921,0.9371386123904326,0.5652158883090237,1,2
contact=unknown,poutcome=unknown,0.10020797882397428,0.6401966345244848,0.09793911892607299,0.9773584905660379,1.5266535902551015,1.0,0.03378630813046381,15.891315308502001,0.38339143634373724,0.15244261330194234,0.9370725468227925,0.5651706806049327,1,1
"contact=unknown, default=no",previous_bin=0,0.0975609756097561,0.6398184912081679,0.0952921157118548,0.9767441860465116,1.526595744680851,1.0,0.032870799496423776,15.487804878048752,0.3822393822393822,0.14840989399293286,0.9354330708661416,0.5628401781296388,2,1
"contact=unknown, default=no",pdays_bin=never_contacted,0.0975609756097561,0.6398184912081679,0.0952921157118548,0.9767441860465116,1.526595744680851,1.0,0.032870799496423776,15.487804878048752,0.3822393822393822,0.14840989399293286,0.9354330708661416,0.5628401781296388,2,1
"contact=unknown, default=no",poutcome=unknown,0.0975609756097561,0.6401966345244848,0.0952921157118548,0.9767441860465116,1.5256940342587122,1.0,0.03283390746556359,15.471544715447125,0.38181038181038174,0.14832254267216008,0.9353652128218601,0.5627961922553881,2,1
age_bin=61+,"default=no, marital=married",0.09491397239553791,0.517110985063339,0.07487237663074305,0.7888446215139442,1.5254841693554848,1.0,0.025791318869011877,2.2868894858321114,0.3805941174856989,0.13938753959873285,0.5627248250537396,0.4668171919269904,1,2
job=retired,"loan=no, marital=married",0.0975609756097561,0.4698430705237285,0.06976744186046512,0.7151162790697674,1.5220321931589536,1.0,0.023929093516686727,1.8609590177534427,0.3800629898190873,0.14019756838905775,0.4626426533523536,0.43180361237190584,1,2
"age_bin=61+, housing=no",marital=married,0.08735110606920023,0.5208924182265079,0.06920022688598979,0.7922077922077921,1.5208664293963747,1.0,0.023699698010843886,2.30570523728493,0.3752593845411906,0.12837600841809887,0.5662932174376529,0.4625285784995403,2,1
"age_bin=61+, default=no",marital=married,0.09472490073737946,0.5208924182265079,0.07487237663074305,0.7904191616766467,1.5174326483149851,1.0,0.025530894019383535,2.286027604462091,0.37667242601453116,0.13846153846153844,0.5625599629470341,0.46707890933197127,2,1
"contact=unknown, education=secondary",previous_bin=0,0.0548307808659482,0.6398184912081679,0.053129135942522214,0.9689655172413792,1.51443812668134,1.0,0.018047388457105552,11.605848616625677,0.3593950106747327,0.08281756557618626,0.9138365462937821,0.5260016711502404,2,1
"contact=unknown, education=secondary",pdays_bin=never_contacted,0.0548307808659482,0.6398184912081679,0.053129135942522214,0.9689655172413792,1.51443812668134,1.0,0.018047388457105552,11.605848616625677,0.3593950106747327,0.08281756557618626,0.9138365462937821,0.5260016711502404,2,1
age_bin=61+,marital=married,0.09491397239553791,0.5208924182265079,0.07487237663074305,0.7888446215139442,1.5144098741151544,1.0,0.02543240802614729,2.2689811891537075,0.3752977867245675,0.13841314225795176,0.559273560847376,0.46629163925062,1,1
"contact=unknown, education=secondary",poutcome=unknown,0.0548307808659482,0.6401966345244848,0.053129135942522214,0.9689655172413792,1.5135435973684743,1.0,0.01802665456379266,11.593663998655465,0.35898211670803903,0.08276877761413844,0.9137459909036547,0.5259771472798745,2,1
"age_bin=61+, loan=no",marital=married,0.09377954244658726,0.5208924182265079,0.0737379466817924,0.7862903225806451,1.509506176453369,1.0,0.024888894036614116,2.241861892072189,0.3724609071990669,0.13631597343586155,0.55394219263182,0.46392556056436973,2,1
contact=unknown,"default=no, previous_bin=0",0.10020797882397428,0.6309321232747211,0.0952921157118548,0.9509433962264151,1.5072039624337756,1.0,0.03206768286337641,7.523306717861455,0.3739973050227306,0.14986619090098127,0.8670797247138881,0.5509886294886945,1,2
contact=unknown,"default=no, pdays_bin=never_contacted",0.10020797882397428,0.6309321232747211,0.0952921157118548,0.9509433962264151,1.5072039624337756,1.0,0.03206768286337641,7.523306717861455,0.3739973050227306,0.14986619090098127,0.8670797247138881,0.5509886294886945,1,2
contact=unknown,"default=no, poutcome=unknown",0.10020797882397428,0.631310266591038,0.0952921157118548,0.9509433962264151,1.506301174795301,1.0,0.0320297898859425,7.5155984117980745,0.3735553687749528,0.149777117384844,0.8669433962264151,0.5509433962264151,1,2
"age_bin=61+, contact=cellular",marital=married,0.06806579693703914,0.5208924182265079,0.05294006428436377,0.7777777777777777,1.4931639443436173,1.0,0.017485106719315018,2.1559841179807133,0.3544039648726196,0.09876543209876541,0.5361746908708233,0.43970558580358937,2,1
"age_bin=61+, job=retired",marital=married,0.07090187180941576,0.5208924182265079,0.055019852524106634,0.776,1.4897509981851178,1.0,0.01808760506051419,2.1388731329173756,0.35383440538079713,0.10250088059175766,0.53246408839779,0.44081306715063523,2,1
"age_bin=61+, job=retired",housing=no,0.07090187180941576,0.6341463414634146,0.06693136698808849,0.9440000000000002,1.488615384615385,1.0,0.021969204377239475,6.5331010452961875,0.3532832515883365,0.10488888888888889,0.8469333333333338,0.5247728085867621,2,1
contact=unknown,"loan=no, previous_bin=0",0.10020797882397428,0.5711854792966534,0.08508224617129892,0.8490566037735849,1.4864814224953626,1.0,0.027844903757378275,2.8408961996596718,0.3637178678994187,0.14511447920025797,0.6479984027153839,0.4990069513406157,1,2
contact=unknown,"loan=no, pdays_bin=never_contacted",0.10020797882397428,0.5711854792966534,0.08508224617129892,0.8490566037735849,1.4864814224953626,1.0,0.027844903757378275,2.8408961996596718,0.3637178678994187,0.14511447920025797,0.6479984027153839,0.4990069513406157,1,2
contact=unknown,"loan=no, poutcome=unknown",0.10020797882397428,0.5713745509548118,0.08508224617129892,0.8490566037735849,1.485989535856549,1.0,0.02782595726866132,2.839643599924372,0.36347038360066314,0.14506769825918764,0.6478431307271685,0.49898230585767267,1,2
